user_id,event_timestamp,event_type,event_detail,device_model,page_load_time_ms,session_id,network_type
sim_u_00000009,2026/06/01 09:27,app_open,{},HUAWEI P60,1291,sim_s_00000009,4g
sim_u_00000009,2026/06/01 09:28,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000009,wifi
sim_u_00000009,2026/06/01 09:29,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000009,wifi
sim_u_00000009,2026/06/01 09:38,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00000009,wifi
sim_u_00000010,2026/06/01 09:30,app_open,{},HUAWEI P60,1410,sim_s_00000010,4g
sim_u_00000010,2026/06/01 09:31,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000010,wifi
sim_u_00000010,2026/06/01 09:32,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000010,wifi
sim_u_00000010,2026/06/01 09:38,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000010,wifi
sim_u_00000010,2026/06/01 09:41,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00000010,wifi
sim_u_00000011,2026/06/01 09:33,app_open,{},iPhone 13,2525,sim_s_00000011,5g
sim_u_00000011,2026/06/01 09:34,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000011,wifi
sim_u_00000011,2026/06/01 09:35,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000011,wifi
sim_u_00000011,2026/06/01 09:41,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00000011,wifi
sim_u_00000012,2026/06/01 09:36,app_open,{},iPhone 14,1429,sim_s_00000012,5g
sim_u_00000012,2026/06/01 09:37,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000012,wifi
sim_u_00000012,2026/06/01 09:38,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000012,wifi
sim_u_00000012,2026/06/01 09:44,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000012,wifi
sim_u_00000013,2026/06/01 09:39,app_open,{},OPPO Reno,3586,sim_s_00000013,4g
sim_u_00000013,2026/06/01 09:40,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000013,wifi
sim_u_00000013,2026/06/01 09:41,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000013,wifi
sim_u_00000013,2026/06/01 09:47,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000013,wifi
sim_u_00000014,2026/06/01 09:42,app_open,{},OPPO Reno,2576,sim_s_00000014,wifi
sim_u_00000014,2026/06/01 09:43,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000014,wifi
sim_u_00000014,2026/06/01 09:44,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000014,wifi
sim_u_00000014,2026/06/01 09:50,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000014,wifi
sim_u_00000015,2026/06/01 09:45,app_open,{},iPhone 14,469,sim_s_00000015,wifi
sim_u_00000015,2026/06/01 09:46,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000015,wifi
sim_u_00000015,2026/06/01 09:47,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000015,wifi
sim_u_00000015,2026/06/01 09:53,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000015,wifi
sim_u_00000016,2026/06/01 09:48,app_open,{},iPhone 14,1640,sim_s_00000016,4g
sim_u_00000016,2026/06/01 09:49,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000016,wifi
sim_u_00000016,2026/06/01 09:50,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000016,wifi
sim_u_00000016,2026/06/01 09:59,add_to_cart,"{""item_id"":""sim_item""}",iPhone 14,,sim_s_00000016,wifi
sim_u_00000017,2026/06/01 09:51,app_open,{},iPhone 13,827,sim_s_00000017,4g
sim_u_00000017,2026/06/01 09:52,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000017,wifi
sim_u_00000017,2026/06/01 09:53,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000017,wifi
sim_u_00000018,2026/06/01 09:54,app_open,{},OPPO Reno,1133,sim_s_00000018,4g
sim_u_00000018,2026/06/01 09:55,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000018,wifi
sim_u_00000018,2026/06/01 09:56,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000018,wifi
sim_u_00000018,2026/06/01 10:05,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00000018,wifi
sim_u_00000019,2026/06/01 09:57,app_open,{},iPhone 13,3880,sim_s_00000019,5g
sim_u_00000019,2026/06/01 09:58,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000019,wifi
sim_u_00000019,2026/06/01 09:59,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000019,wifi
sim_u_00000019,2026/06/01 10:05,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00000019,wifi
sim_u_00000020,2026/06/01 10:00,app_open,{},OPPO Reno,1821,sim_s_00000020,5g
sim_u_00000020,2026/06/01 10:01,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000020,wifi
sim_u_00000020,2026/06/01 10:02,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000020,wifi
sim_u_00000020,2026/06/01 10:08,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000020,wifi
sim_u_00000021,2026/06/01 10:03,app_open,{},iPhone 13,2387,sim_s_00000021,5g
sim_u_00000021,2026/06/01 10:04,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000021,wifi
sim_u_00000021,2026/06/01 10:05,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000021,wifi
sim_u_00000021,2026/06/01 10:11,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00000021,wifi
sim_u_00000022,2026/06/01 10:06,app_open,{},OPPO Reno,2328,sim_s_00000022,wifi
sim_u_00000022,2026/06/01 10:07,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000022,wifi
sim_u_00000022,2026/06/01 10:08,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000022,wifi
sim_u_00000022,2026/06/01 10:14,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000022,wifi
sim_u_00000022,2026/06/01 10:17,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00000022,wifi
sim_u_00000022,2026/06/04 10:26,order_placed,"{""order_id"":""sim_order""}",OPPO Reno,,sim_s_00000022,wifi
sim_u_00000023,2026/06/01 10:09,app_open,{},OPPO Reno,1153,sim_s_00000023,5g
sim_u_00000023,2026/06/01 10:10,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000023,wifi
sim_u_00000023,2026/06/01 10:11,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000023,wifi
sim_u_00000023,2026/06/01 10:17,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000023,wifi
sim_u_00000024,2026/06/01 10:12,app_open,{},iPhone 14,4377,sim_s_00000024,wifi
sim_u_00000024,2026/06/01 10:13,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000024,wifi
sim_u_00000024,2026/06/01 10:14,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000024,wifi
sim_u_00000024,2026/06/01 10:20,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000024,wifi
sim_u_00000025,2026/06/01 10:15,app_open,{},Xiaomi 14,2524,sim_s_00000025,5g
sim_u_00000025,2026/06/01 10:16,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000025,wifi
sim_u_00000025,2026/06/01 10:17,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000025,wifi
sim_u_00000025,2026/06/01 10:26,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00000025,wifi
sim_u_00000026,2026/06/01 10:18,app_open,{},Xiaomi 14,705,sim_s_00000026,5g
sim_u_00000026,2026/06/01 10:19,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000026,wifi
sim_u_00000026,2026/06/01 10:20,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000026,wifi
sim_u_00000026,2026/06/01 10:26,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000026,wifi
sim_u_00000027,2026/06/01 10:21,app_open,{},Xiaomi 14,1962,sim_s_00000027,4g
sim_u_00000027,2026/06/01 10:22,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000027,wifi
sim_u_00000027,2026/06/01 10:23,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000027,wifi
sim_u_00000027,2026/06/01 10:29,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000027,wifi
sim_u_00000027,2026/06/01 10:32,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00000027,wifi
sim_u_00000028,2026/06/01 10:24,app_open,{},HUAWEI P60,2167,sim_s_00000028,5g
sim_u_00000028,2026/06/01 10:25,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000028,wifi
sim_u_00000028,2026/06/01 10:26,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000028,wifi
sim_u_00000028,2026/06/01 10:32,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000028,wifi
sim_u_00000029,2026/06/01 10:27,app_open,{},HUAWEI P60,733,sim_s_00000029,5g
sim_u_00000029,2026/06/01 10:28,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000029,wifi
sim_u_00000029,2026/06/01 10:29,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000029,wifi
sim_u_00000029,2026/06/01 10:35,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000029,wifi
sim_u_00000030,2026/06/01 10:30,app_open,{},Xiaomi 14,2170,sim_s_00000030,5g
sim_u_00000030,2026/06/01 10:31,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000030,wifi
sim_u_00000030,2026/06/01 10:32,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000030,wifi
sim_u_00000030,2026/06/01 10:38,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000030,wifi
sim_u_00000030,2026/06/01 10:41,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00000030,wifi
sim_u_00000030,2026/06/02 10:50,order_placed,"{""order_id"":""sim_order""}",Xiaomi 14,,sim_s_00000030,wifi
sim_u_00000031,2026/06/01 10:33,app_open,{},Xiaomi 14,2168,sim_s_00000031,wifi
sim_u_00000031,2026/06/01 10:34,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000031,wifi
sim_u_00000031,2026/06/01 10:35,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000031,wifi
sim_u_00000031,2026/06/01 10:41,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000031,wifi
sim_u_00000031,2026/06/01 10:44,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00000031,wifi
sim_u_00000032,2026/06/01 10:36,app_open,{},iPhone 14,2423,sim_s_00000032,4g
sim_u_00000032,2026/06/01 10:37,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000032,wifi
sim_u_00000032,2026/06/01 10:38,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000032,wifi
sim_u_00000032,2026/06/01 10:44,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000032,wifi
sim_u_00000033,2026/06/01 10:39,app_open,{},Xiaomi 14,2547,sim_s_00000033,5g
sim_u_00000033,2026/06/01 10:40,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000033,wifi
sim_u_00000033,2026/06/01 10:41,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000033,wifi
sim_u_00000034,2026/06/01 10:42,app_open,{},iPhone 14,649,sim_s_00000034,5g
sim_u_00000034,2026/06/01 10:43,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000034,wifi
sim_u_00000034,2026/06/01 10:44,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000034,wifi
sim_u_00000034,2026/06/01 10:50,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000034,wifi
sim_u_00000035,2026/06/01 10:45,app_open,{},Xiaomi 14,1932,sim_s_00000035,wifi
sim_u_00000035,2026/06/01 10:46,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000035,wifi
sim_u_00000035,2026/06/01 10:47,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000035,wifi
sim_u_00000035,2026/06/01 10:53,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000035,wifi
sim_u_00000036,2026/06/01 10:48,app_open,{},iPhone 13,2113,sim_s_00000036,4g
sim_u_00000036,2026/06/01 10:49,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000036,wifi
sim_u_00000036,2026/06/01 10:50,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000036,wifi
sim_u_00000036,2026/06/01 10:59,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00000036,wifi
sim_u_00000037,2026/06/01 10:51,app_open,{},iPhone 14,1942,sim_s_00000037,5g
sim_u_00000037,2026/06/01 10:52,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000037,wifi
sim_u_00000037,2026/06/01 10:53,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000037,wifi
sim_u_00000037,2026/06/04 11:11,order_placed,"{""order_id"":""sim_order""}",iPhone 14,,sim_s_00000037,wifi
sim_u_00000038,2026/06/01 10:54,app_open,{},iPhone 13,2133,sim_s_00000038,wifi
sim_u_00000038,2026/06/01 10:55,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000038,wifi
sim_u_00000038,2026/06/01 10:56,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000038,wifi
sim_u_00000038,2026/06/01 11:02,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00000038,wifi
sim_u_00000038,2026/06/01 11:05,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00000038,wifi
sim_u_00000038,2026/06/01 11:14,order_placed,"{""order_id"":""sim_order""}",iPhone 13,,sim_s_00000038,wifi
sim_u_00000039,2026/06/01 10:57,app_open,{},OPPO Reno,1028,sim_s_00000039,wifi
sim_u_00000039,2026/06/01 10:58,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000039,wifi
sim_u_00000039,2026/06/01 10:59,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000039,wifi
sim_u_00000039,2026/06/01 11:05,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000039,wifi
sim_u_00000040,2026/06/01 11:00,app_open,{},iPhone 14,1624,sim_s_00000040,4g
sim_u_00000040,2026/06/01 11:01,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000040,wifi
sim_u_00000040,2026/06/01 11:02,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000040,wifi
sim_u_00000041,2026/06/01 11:03,app_open,{},HUAWEI P60,2093,sim_s_00000041,5g
sim_u_00000041,2026/06/01 11:04,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000041,wifi
sim_u_00000041,2026/06/01 11:05,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000041,wifi
sim_u_00000041,2026/06/01 11:11,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000041,wifi
sim_u_00000041,2026/06/01 11:14,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00000041,wifi
sim_u_00000042,2026/06/01 11:06,app_open,{},iPhone 13,1880,sim_s_00000042,4g
sim_u_00000042,2026/06/01 11:07,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000042,wifi
sim_u_00000042,2026/06/01 11:08,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000042,wifi
sim_u_00000042,2026/06/01 11:14,product_view,"{""source"":""coin_game""}",iPhone 13,,sim_s_00000042,wifi
sim_u_00000043,2026/06/01 11:09,app_open,{},iPhone 14,2547,sim_s_00000043,wifi
sim_u_00000043,2026/06/01 11:10,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000043,wifi
sim_u_00000043,2026/06/01 11:11,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000043,wifi
sim_u_00000043,2026/06/01 11:17,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000043,wifi
sim_u_00000043,2026/06/01 11:20,add_to_cart,"{""item_id"":""sim_item""}",iPhone 14,,sim_s_00000043,wifi
sim_u_00000043,2026/06/01 11:29,order_placed,"{""order_id"":""sim_order""}",iPhone 14,,sim_s_00000043,wifi
sim_u_00000044,2026/06/01 11:12,app_open,{},HUAWEI P60,2156,sim_s_00000044,wifi
sim_u_00000044,2026/06/01 11:13,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000044,wifi
sim_u_00000044,2026/06/01 11:14,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000044,wifi
sim_u_00000045,2026/06/01 11:15,app_open,{},iPhone 14,2274,sim_s_00000045,5g
sim_u_00000045,2026/06/01 11:16,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000045,wifi
sim_u_00000045,2026/06/01 11:17,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000045,wifi
sim_u_00000045,2026/06/01 11:23,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000045,wifi
sim_u_00000046,2026/06/01 11:18,app_open,{},OPPO Reno,1217,sim_s_00000046,wifi
sim_u_00000046,2026/06/01 11:19,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000046,wifi
sim_u_00000046,2026/06/01 11:20,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000046,wifi
sim_u_00000046,2026/06/01 11:26,product_view,"{""source"":""coin_game""}",OPPO Reno,,sim_s_00000046,wifi
sim_u_00000047,2026/06/01 11:21,app_open,{},OPPO Reno,1686,sim_s_00000047,4g
sim_u_00000047,2026/06/01 11:22,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000047,wifi
sim_u_00000047,2026/06/01 11:23,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000047,wifi
sim_u_00000048,2026/06/01 11:24,app_open,{},Xiaomi 14,2525,sim_s_00000048,4g
sim_u_00000048,2026/06/01 11:25,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000048,wifi
sim_u_00000048,2026/06/01 11:26,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000048,wifi
sim_u_00000048,2026/06/01 11:32,product_view,"{""source"":""coin_game""}",Xiaomi 14,,sim_s_00000048,wifi
sim_u_00000048,2026/06/01 11:35,add_to_cart,"{""item_id"":""sim_item""}",Xiaomi 14,,sim_s_00000048,wifi
sim_u_00000048,2026/06/02 11:44,order_placed,"{""order_id"":""sim_order""}",Xiaomi 14,,sim_s_00000048,wifi
sim_u_00000049,2026/06/01 11:27,app_open,{},OPPO Reno,2521,sim_s_00000049,4g
sim_u_00000049,2026/06/01 11:28,coin_page_view,"{""source"":""home""}",OPPO Reno,,sim_s_00000049,wifi
sim_u_00000049,2026/06/01 11:29,game_start,"{""game_type"":""jump""}",OPPO Reno,,sim_s_00000049,wifi
sim_u_00000049,2026/06/01 11:38,add_to_cart,"{""item_id"":""sim_item""}",OPPO Reno,,sim_s_00000049,wifi
sim_u_00000050,2026/06/01 11:30,app_open,{},iPhone 13,2067,sim_s_00000050,4g
sim_u_00000050,2026/06/01 11:31,coin_page_view,"{""source"":""home""}",iPhone 13,,sim_s_00000050,wifi
sim_u_00000050,2026/06/01 11:32,game_start,"{""game_type"":""jump""}",iPhone 13,,sim_s_00000050,wifi
sim_u_00000050,2026/06/01 11:41,add_to_cart,"{""item_id"":""sim_item""}",iPhone 13,,sim_s_00000050,wifi
sim_u_00000050,2026/06/04 11:50,order_placed,"{""order_id"":""sim_order""}",iPhone 13,,sim_s_00000050,wifi
sim_u_00000051,2026/06/01 11:33,app_open,{},Xiaomi 14,1531,sim_s_00000051,wifi
sim_u_00000051,2026/06/01 11:34,coin_page_view,"{""source"":""home""}",Xiaomi 14,,sim_s_00000051,wifi
sim_u_00000051,2026/06/01 11:35,game_start,"{""game_type"":""jump""}",Xiaomi 14,,sim_s_00000051,wifi
sim_u_00000052,2026/06/01 11:36,app_open,{},HUAWEI P60,1225,sim_s_00000052,wifi
sim_u_00000052,2026/06/01 11:37,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000052,wifi
sim_u_00000052,2026/06/01 11:38,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000052,wifi
sim_u_00000052,2026/06/01 11:44,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000052,wifi
sim_u_00000052,2026/06/01 11:47,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00000052,wifi
sim_u_00000053,2026/06/01 11:39,app_open,{},iPhone 14,1874,sim_s_00000053,5g
sim_u_00000053,2026/06/01 11:40,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000053,wifi
sim_u_00000053,2026/06/01 11:41,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000053,wifi
sim_u_00000053,2026/06/01 11:47,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000053,wifi
sim_u_00000054,2026/06/01 11:42,app_open,{},iPhone 14,1131,sim_s_00000054,wifi
sim_u_00000054,2026/06/01 11:43,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000054,wifi
sim_u_00000054,2026/06/01 11:44,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000054,wifi
sim_u_00000054,2026/06/01 11:50,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000054,wifi
sim_u_00000055,2026/06/01 11:45,app_open,{},HUAWEI P60,1624,sim_s_00000055,wifi
sim_u_00000055,2026/06/01 11:46,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000055,wifi
sim_u_00000055,2026/06/01 11:47,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000055,wifi
sim_u_00000055,2026/06/01 11:53,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000055,wifi
sim_u_00000055,2026/06/01 11:56,add_to_cart,"{""item_id"":""sim_item""}",HUAWEI P60,,sim_s_00000055,wifi
sim_u_00000056,2026/06/01 11:48,app_open,{},iPhone 14,1686,sim_s_00000056,5g
sim_u_00000056,2026/06/01 11:49,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000056,wifi
sim_u_00000056,2026/06/01 11:50,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000056,wifi
sim_u_00000056,2026/06/01 11:56,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000056,wifi
sim_u_00000057,2026/06/01 11:51,app_open,{},HUAWEI P60,946,sim_s_00000057,wifi
sim_u_00000057,2026/06/01 11:52,coin_page_view,"{""source"":""home""}",HUAWEI P60,,sim_s_00000057,wifi
sim_u_00000057,2026/06/01 11:53,game_start,"{""game_type"":""jump""}",HUAWEI P60,,sim_s_00000057,wifi
sim_u_00000057,2026/06/01 11:59,product_view,"{""source"":""coin_game""}",HUAWEI P60,,sim_s_00000057,wifi
sim_u_00000058,2026/06/01 11:54,app_open,{},iPhone 14,1930,sim_s_00000058,5g
sim_u_00000058,2026/06/01 11:55,coin_page_view,"{""source"":""home""}",iPhone 14,,sim_s_00000058,wifi
sim_u_00000058,2026/06/01 11:56,game_start,"{""game_type"":""jump""}",iPhone 14,,sim_s_00000058,wifi
sim_u_00000058,2026/06/01 12:02,product_view,"{""source"":""coin_game""}",iPhone 14,,sim_s_00000058,wifi
