request_id,user_id,expected_scene,actual_scene,scene_match,decision_status,actions,source_table_count,source_coverage
raw_continuous_failure_u_00461a92b982_7670295e,u_00461a92b982,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_0090130a46e4_7d8db29a,u_0090130a46e4,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_00cd2a421dba_4c2c5350,u_00cd2a421dba,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_00f33c266d23_5c604e5b,u_00f33c266d23,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_0135d4c83ff0_90ec6f56,u_0135d4c83ff0,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_01442461e090_f6a80d71,u_01442461e090,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_01556b20a221_0756411a,u_01556b20a221,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_0190f02d670e_6ffdddcc,u_0190f02d670e,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_019b16dce4a9_d8a38c5d,u_019b16dce4a9,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_01a5488bfa09_53c44c83,u_01a5488bfa09,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_021f1684f2d2_2ace99ce,u_021f1684f2d2,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_02244169dddf_b34cf81b,u_02244169dddf,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_02455f6cfeaf_0e986350,u_02455f6cfeaf,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_0263f4bec2ef_cd0f45e2,u_0263f4bec2ef,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_02965ad583b0_2a9ccdbe,u_02965ad583b0,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_037ded4bdb24_68451b5f,u_037ded4bdb24,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_03c436915482_487dcee4,u_03c436915482,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_042f677075a5_3c34e79a,u_042f677075a5,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_continuous_failure_u_04bdf05fb910_85ba0624,u_04bdf05fb910,continuous_failure,continuous_failure,True,success,show_tutorial | grant_coin_compensation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_0057080937eb,u_0057080937eb,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_013d5ec4d0e9,u_013d5ec4d0e9,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_01bcde2c07a1,u_01bcde2c07a1,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_02b83430ac4b,u_02b83430ac4b,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_037ded4bdb24,u_037ded4bdb24,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_03a43f2eeedc,u_03a43f2eeedc,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_040369e44d3e,u_040369e44d3e,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_041a00fc9029,u_041a00fc9029,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_053572b2bdae,u_053572b2bdae,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_05ebb846b21e,u_05ebb846b21e,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_06c69ebbb7b9,u_06c69ebbb7b9,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_0743a18c8fdc,u_0743a18c8fdc,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_075883f8326d,u_075883f8326d,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_08597e23548c,u_08597e23548c,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_089c5de5409e,u_089c5de5409e,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_08c6b0297ca6,u_08c6b0297ca6,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_098c3fe92865,u_098c3fe92865,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_0a074880a129,u_0a074880a129,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_0a1b97f62bc1,u_0a1b97f62bc1,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_android_perf_risk_u_0b02d1b786c1,u_0b02d1b786c1,android_perf_risk,android_perf_risk,True,success,show_perf_tip | reduce_animation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_00297cf15f21,u_00297cf15f21,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_00554ae1e01f,u_00554ae1e01f,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_0086a7648ffa,u_0086a7648ffa,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_0087ee38caa3,u_0087ee38caa3,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_00ddaa0702fc,u_00ddaa0702fc,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_00f33c266d23,u_00f33c266d23,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_011bbf380c74,u_011bbf380c74,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_0122538f8fe3,u_0122538f8fe3,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_015dac8d7077,u_015dac8d7077,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_01a2a8137cf8,u_01a2a8137cf8,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_01d500656218,u_01d500656218,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_02091df37e75,u_02091df37e75,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_021bd2e64519,u_021bd2e64519,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_022364cd378b,u_022364cd378b,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_02251f3dd63f,u_02251f3dd63f,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_0244f23d5ff2,u_0244f23d5ff2,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_024f535d525a,u_024f535d525a,cart_without_order,cart_without_order,True,success,explain_coin_value | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_02912eceb2f6,u_02912eceb2f6,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_02b77aab1d14,u_02b77aab1d14,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_cart_without_order_u_034fecc6cd69,u_034fecc6cd69,cart_without_order,cart_without_order,True,success,explain_coin_value | coupon_reminder | show_recommendation,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_003653f2ff56_60d95e3e,u_003653f2ff56,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_0057080937eb_df26f9cd,u_0057080937eb,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_0109cd0c9da1_78640941,u_0109cd0c9da1,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_018b10e7c0b5_3c1b016a,u_018b10e7c0b5,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_01e4c8b67e28_d97e0258,u_01e4c8b67e28,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_02042be2a87e_0523dff2,u_02042be2a87e,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_021b5c3d8b51_83dacc7a,u_021b5c3d8b51,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_02bc234600a4_ea597e48,u_02bc234600a4,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_033022e84be5_b3a7d4dd,u_033022e84be5,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_03387751ec01_b9ebe413,u_03387751ec01,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_0374ae882674_e99a5186,u_0374ae882674,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_048f68f7fc9b_b132f1e2,u_048f68f7fc9b,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_04d6882cf52a_0eee3c63,u_04d6882cf52a,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_05029457ed76_8b3ed47c,u_05029457ed76,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_0508edfe0f83_0d886a7a,u_0508edfe0f83,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_05196aabb913_c4d72077,u_05196aabb913,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_054ef331a213_4a607761,u_054ef331a213,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_05a9c0902377_fe0a165b,u_05a9c0902377,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_05ad89e2f716_5524fe3d,u_05ad89e2f716,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_new_user_first_game_u_05f533680052_6782fe78,u_05f533680052,new_user_first_game,new_user_first_game,True,success,show_tutorial,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0001730311c3,u_0001730311c3,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00047e1427a4,u_00047e1427a4,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0025c6995c07,u_0025c6995c07,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_003653f2ff56,u_003653f2ff56,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0038144c9a47,u_0038144c9a47,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0045635ba68a,u_0045635ba68a,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00461a92b982,u_00461a92b982,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_004eb9c5fcb0,u_004eb9c5fcb0,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0073d9771e89,u_0073d9771e89,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0073f48d388a,u_0073f48d388a,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0090130a46e4,u_0090130a46e4,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00a37f60d4a5,u_00a37f60d4a5,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00ac666003e2,u_00ac666003e2,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00c241b62a53,u_00c241b62a53,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00c9e1c86dd0,u_00c9e1c86dd0,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00cd2a421dba,u_00cd2a421dba,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_00dbd660f986,u_00dbd660f986,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_01014572e630,u_01014572e630,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0109cd0c9da1,u_0109cd0c9da1,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
raw_no_action_u_0121943eaa19,u_0121943eaa19,no_action,no_action,True,no_action,,5,event_log | game_behavior_log | intervention_test | user_profile | version_exposure
